number_of_agents,impressions,demand_factor,WE,WF,sink_index,revenue_mean,revenue_lb,revenue_ub
8,2000,0.25,0,8,0,12.883187818676525,12.488454807362018,13.277920829991032
8,2000,0.5,0,8,1,24.966160199641372,24.42148224291791,25.510838156364834
8,2000,0.75,0,8,2,35.77477388345274,34.59344583336552,36.956101933539955
8,2000,1.0,0,8,3,48.422344961626514,46.81526709827644,50.029422824976585
8,2000,1.25,0,8,4,56.93059696674936,54.98415556488402,58.877038368614706
8,2000,1.5,0,8,5,65.07437452817494,63.456394119103464,66.69235493724642
8,2000,1.75,0,8,6,70.6379338002547,68.06591924817772,73.20994835233168
8,2000,2.0,0,8,7,74.34909535317033,71.57118649509168,77.12700421124897
8,2000,2.25,0,8,8,79.72138523411097,76.67653933706679,82.76623113115515
8,2000,2.5,0,8,9,85.88860244052361,82.52206184635891,89.25514303468832
8,2000,2.75,0,8,10,87.59067228179305,84.01331845827505,91.16802610531104
8,2000,3.0,0,8,11,89.822235955887,86.0871102137109,93.55736169806309
